City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
345,Tazovskiy,RU,67.4667,78.7,55.42,84,55,6.53,broken clouds
346,Lagoa,PT,39.05,-27.9833,72.01,92,5,4.81,clear sky
347,Khorol,UA,49.7837,33.2783,66.49,83,78,11.41,broken clouds
348,Coihaique,CL,-45.5752,-72.0662,39.65,96,52,7.43,broken clouds
349,Pokhara,NP,28.2333,83.9833,72.34,94,100,0.83,overcast clouds
350,Umm Lajj,SA,25.0213,37.2685,88.68,46,6,1.5,clear sky
351,Carson City,US,39.1638,-119.7674,97.74,13,1,7.0,clear sky
352,Karratha,AU,-20.7377,116.8463,58.48,27,6,17.4,clear sky
353,Mayo,US,38.8876,-76.5119,81.81,60,27,7.0,scattered clouds
354,Vilhena,BR,-12.7406,-60.1458,70.66,38,5,2.84,clear sky
355,Kushmurun,KZ,52.4503,64.6311,69.08,56,54,5.55,broken clouds
356,Arman,RU,59.7,150.1667,54.9,46,1,10.51,clear sky
357,Tigzirt,DZ,36.8886,4.1198,74.05,77,86,7.07,overcast clouds
358,Lida,BY,53.8833,25.2997,55.18,93,100,7.27,overcast clouds
359,Kosterevo,RU,55.9299,39.6144,66.85,96,65,8.41,moderate rain
360,Verkhnyaya Inta,RU,65.9811,60.3094,52.92,84,46,5.06,scattered clouds
361,Svetlogorsk,BY,52.6333,29.7333,56.77,96,41,7.36,scattered clouds
362,Ubatuba,BR,-23.4339,-45.0711,62.85,86,9,2.04,clear sky
363,Puri,IN,19.8,85.85,84.38,73,100,6.35,overcast clouds
364,Bosorod,RO,45.6833,23.0833,64.54,70,13,2.77,few clouds
365,Palmer,US,42.1584,-72.3287,76.55,53,20,10.36,few clouds
366,Owando,CG,-0.4819,15.8999,76.64,65,82,3.98,broken clouds
367,Kununurra,AU,-15.7667,128.7333,76.98,38,66,9.22,broken clouds
368,Burns Lake,CA,54.2331,-125.7533,83.93,26,10,10.2,clear sky
369,Siva,EG,29.2041,25.5195,88.03,30,1,8.75,clear sky
370,Poronaysk,RU,49.2167,143.1167,62.65,71,0,8.46,clear sky
371,Ambon,ID,-3.6954,128.1814,75.34,94,40,6.91,scattered clouds
372,Rantauprapat,ID,2.1,99.8333,72.41,94,77,1.34,broken clouds
373,Sao Gabriel Da Cachoeira,BR,-0.1303,-67.0892,76.75,68,62,1.7,broken clouds
374,Kurilsk,RU,45.2333,147.8833,58.41,88,100,6.31,overcast clouds
375,Tacuarembo,UY,-31.7333,-55.9833,47.64,77,0,3.02,clear sky
376,Naze,JP,28.3667,129.4833,78.26,85,67,15.9,light rain
377,Listvyagi,RU,53.6772,86.951,56.98,95,31,3.18,light rain
378,Candeias,BR,-20.7676,-45.2764,66.7,45,67,3.62,broken clouds
379,Meulaboh,ID,4.1363,96.1285,74.46,85,75,5.3,broken clouds
380,Bartow,US,27.8964,-81.8431,87.89,80,1,4.61,clear sky
381,Panjakent,TJ,39.4952,67.6093,75.0,34,10,7.58,clear sky
382,Sao Filipe,CV,14.8961,-24.4956,76.82,83,35,4.52,scattered clouds
383,Cockburn Town,TC,21.4612,-71.1419,82.36,74,40,13.8,scattered clouds
384,Osoyoos,CA,49.0331,-119.4524,94.59,23,100,3.8,overcast clouds
385,Marsa Matruh,EG,31.3525,27.2453,79.86,83,1,9.98,clear sky
386,Piacabucu,BR,-10.4056,-36.4344,72.43,86,19,10.58,few clouds
387,Sovetskiy,RU,61.3614,63.5842,58.71,79,89,4.54,overcast clouds
388,Tabuk,PH,17.4189,121.4443,78.67,81,100,1.28,overcast clouds
389,Serpa,PT,37.9458,-7.5975,69.13,64,1,7.43,clear sky
390,Timra,SE,62.487,17.3257,53.67,60,90,10.36,overcast clouds
391,Knysna,ZA,-34.0363,23.0471,55.78,66,3,4.74,clear sky
392,Jambi,ID,-1.6,103.6167,73.29,97,100,2.62,light rain
393,Sisimiut,GL,66.9395,-53.6735,48.18,91,100,3.89,light rain
394,Komsomolets,KZ,53.7453,62.0708,65.86,60,100,4.03,overcast clouds
395,Bairiki,KI,1.3292,172.9752,86.0,70,20,10.36,few clouds
396,Honiara,SB,-9.4333,159.95,81.97,73,25,4.79,scattered clouds
397,Mehamn,NO,71.0357,27.8492,46.38,84,44,2.84,scattered clouds
398,Gornopravdinsk,RU,60.05,69.9,56.25,98,89,4.9,light rain
399,Port Hawkesbury,CA,45.6169,-61.3485,58.69,97,90,4.0,mist
400,Makurdi,NG,7.7411,8.5121,73.06,95,100,4.45,overcast clouds
401,Wakkanai,JP,45.4094,141.6739,72.99,93,79,10.27,broken clouds
402,Rudnogorsk,RU,57.2639,103.7519,57.72,73,100,1.68,overcast clouds
403,Shahrud,IR,36.4182,54.9763,70.34,37,85,7.49,overcast clouds
404,Kebumen,ID,-7.6687,109.6519,75.65,90,97,8.72,overcast clouds
405,Nishihara,JP,26.1842,127.7558,83.86,89,75,12.66,broken clouds
406,Alpena,US,45.0617,-83.4327,73.94,65,68,3.74,broken clouds
407,Santa Isabel,BR,-23.3156,-46.2214,61.66,95,7,3.71,clear sky
408,The Valley,AI,18.217,-63.0578,82.54,74,20,10.36,few clouds
409,Ifanadiana,MG,-21.3,47.6333,57.16,89,9,3.04,clear sky
410,Aykhal,RU,66.0,111.5,67.37,54,100,12.1,overcast clouds
411,Constitucion,CL,-35.3333,-72.4167,54.95,72,0,8.46,clear sky
412,Yabrud,SY,33.9674,36.6574,67.53,34,0,2.37,clear sky
413,San Cristobal,VE,7.7669,-72.225,77.18,96,100,5.41,overcast clouds
414,Daru,PG,-9.0763,143.2092,79.45,68,88,8.66,overcast clouds
415,Trelew,AR,-43.249,-65.3051,59.04,28,38,8.1,scattered clouds
416,Tezu,IN,27.9167,96.1667,75.67,92,98,3.74,overcast clouds
417,Isangel,VU,-19.55,169.2667,74.03,52,5,11.07,clear sky
418,Bilma,NE,18.6853,12.9164,94.64,14,12,11.36,few clouds
419,Northam,GB,51.0333,-4.2167,57.38,89,23,6.04,few clouds
420,Hokitika,NZ,-42.7167,170.9667,49.51,77,100,5.48,overcast clouds
421,Magadan,RU,59.5667,150.8,53.67,50,0,10.13,clear sky
422,Dax,FR,43.75,-1.1667,64.54,93,63,3.44,broken clouds
423,Halvad,IN,23.0167,71.1833,80.89,79,89,17.07,overcast clouds
424,Alice Springs,AU,-23.7,133.8833,44.15,49,0,0.0,clear sky
425,Mirnyy,RU,62.5353,113.9611,63.19,50,37,8.39,scattered clouds
426,Maceio,BR,-9.6658,-35.7353,72.84,100,75,4.61,light rain
427,Juneau,US,58.3019,-134.4197,66.85,88,100,4.5,overcast clouds
428,Chino Valley,US,34.7575,-112.4538,97.74,23,4,3.0,clear sky
429,Vao,NC,-22.6667,167.4833,66.54,65,0,5.59,clear sky
430,Thaba-Tseka,LS,-29.522,28.6084,39.15,31,0,4.03,clear sky
431,Atambua,ID,-9.1061,124.8925,72.99,80,78,4.43,broken clouds
432,Suclayin,PH,15.7568,121.5503,81.21,80,100,10.33,moderate rain
433,Noumea,NC,-22.2763,166.4572,72.0,99,0,5.03,clear sky
434,Cruzeiro Do Sul,BR,-29.5128,-51.9853,52.5,91,0,0.6,clear sky
435,Verkhoyansk,RU,67.5447,133.385,67.44,34,1,3.85,clear sky
436,Warmbad,NA,-28.45,18.7333,61.54,21,0,12.77,clear sky
437,Sawtell,AU,-30.3833,153.1,63.19,92,90,12.66,light rain
438,Dicabisagan,PH,17.0818,122.4157,82.44,73,100,1.61,overcast clouds
439,Fuerte Olimpo,PY,-21.0415,-57.8738,69.82,40,3,5.46,clear sky
440,Gondanglegi,ID,-7.7479,112.0132,74.84,89,37,14.72,scattered clouds
441,Frunzivka,UA,47.3333,29.75,69.58,82,87,8.97,light rain
442,Santa Marta,CO,11.2408,-74.199,85.98,75,100,1.99,overcast clouds
443,Aguascalientes,MX,21.8833,-102.3,80.55,29,40,4.61,scattered clouds
444,Dhidhdhoo,MV,6.8833,73.1,81.99,74,84,7.14,broken clouds
445,Skagen,DK,57.7209,10.5839,58.62,77,76,10.4,broken clouds
446,Severnoye,RU,56.3491,78.3619,55.98,98,57,5.53,broken clouds
447,Bondo,CD,3.8146,23.6866,68.0,96,68,0.98,broken clouds
448,Biltine,TD,14.5333,20.9167,79.92,71,90,7.36,overcast clouds
449,Soyo,AO,-6.1349,12.3689,72.23,87,40,5.64,scattered clouds
450,Bentonville,US,36.3728,-94.2088,84.11,50,1,11.5,clear sky
451,Manhattan,US,40.7834,-73.9662,82.02,43,20,4.61,few clouds
452,Abha,SA,18.2164,42.5053,62.85,88,20,9.22,few clouds
453,Port-Gentil,GA,-0.7193,8.7815,75.16,88,75,5.75,broken clouds
454,Oum Hadjer,TD,13.2954,19.6966,80.35,72,100,8.19,overcast clouds
455,Meget,RU,52.415,104.0494,57.96,95,100,8.46,overcast clouds
456,Say,NE,13.1007,2.3689,84.29,60,86,11.7,light rain
457,Aleksandrov Gay,RU,50.147,48.5704,82.94,29,11,6.06,few clouds
458,Borovichi,RU,58.3878,33.9155,59.07,97,77,15.99,light rain
459,Vilcun,CL,-38.65,-72.2333,48.94,94,24,3.22,few clouds
460,Riberalta,BO,-10.9833,-66.1,76.5,34,0,3.18,clear sky
461,Saint-Louis,SN,16.3333,-15.0,83.53,70,100,13.78,overcast clouds
462,Quatre Cocos,MU,-20.2078,57.7625,66.2,72,1,3.96,clear sky
463,Mayumba,GA,-3.432,10.6554,72.3,93,35,2.3,scattered clouds
464,Miles City,US,46.4083,-105.8406,101.52,11,1,6.91,clear sky
465,Conde,BR,-7.2597,-34.9075,71.06,100,75,6.91,broken clouds
466,Renqiu,CN,38.6989,116.0936,74.25,83,55,3.02,broken clouds
467,Russell,US,32.3502,-85.1999,76.71,91,96,2.73,heavy intensity rain
468,Zhigansk,RU,66.7697,123.3711,64.65,50,15,9.28,few clouds
469,Kargasok,RU,59.0556,80.8572,54.05,91,100,1.45,overcast clouds
470,Tsumeb,NA,-19.2333,17.7167,60.98,32,0,8.77,clear sky
471,Camocim,BR,-2.9022,-40.8411,77.25,76,20,6.44,few clouds
472,Kropotkin,RU,45.4375,40.5756,76.03,53,19,6.02,few clouds
473,Pryazha,RU,61.6926,33.6216,61.83,97,100,13.04,moderate rain
474,Thompson,CA,55.7435,-97.8558,80.87,33,39,4.85,scattered clouds
475,Barashevo,RU,54.5325,42.8792,73.15,55,25,9.22,scattered clouds
476,Georgiyevka,KZ,43.0369,74.7114,66.24,68,20,6.71,smoke
477,Hay River,CA,60.8156,-115.7999,82.72,31,0,6.17,clear sky
478,Arandis,NA,-22.4167,14.9667,55.47,29,0,1.5,clear sky
479,San Andres,CO,12.5847,-81.7006,82.42,83,75,4.61,broken clouds
480,Yeniseysk,RU,58.4497,92.1703,52.77,97,8,3.91,clear sky
481,Abonnema,NG,4.7084,6.7931,76.06,90,99,5.95,overcast clouds
482,Verkhoturye,RU,58.8627,60.8054,57.7,97,64,4.81,broken clouds
483,Pietersburg,ZA,-23.9045,29.4688,50.13,83,0,11.88,clear sky
484,Veriora,EE,58.0079,27.3551,59.13,94,86,10.0,overcast clouds
485,Yabelo,ET,4.8833,38.0833,61.5,55,100,7.02,overcast clouds
486,Kouango,CF,4.9934,19.9619,71.35,94,98,0.72,overcast clouds
487,Buraydah,SA,26.326,43.975,87.44,10,6,6.35,clear sky
488,Katsina,NG,12.9894,7.6006,76.1,76,99,9.31,overcast clouds
489,Shingu,JP,33.7333,135.9833,80.91,82,100,1.61,moderate rain
490,Okha,RU,53.5739,142.9478,55.15,87,100,12.48,overcast clouds
491,San Quintin,MX,30.4833,-115.95,78.24,56,1,15.23,clear sky
492,Souillac,MU,-20.5167,57.5167,66.52,70,0,0.94,clear sky
493,Sarab,IR,38.6066,44.9883,71.02,43,89,3.22,overcast clouds
494,Isoka,ZM,-10.1606,32.6335,53.71,72,5,1.1,clear sky
495,Wajir,KE,1.7471,40.0573,74.39,61,61,15.52,broken clouds
496,Nanortalik,GL,60.1432,-45.2371,44.55,94,97,2.75,light rain
497,Rockport,US,28.0206,-97.0544,90.03,73,1,4.0,clear sky
498,Talcahuano,CL,-36.7167,-73.1167,56.88,72,0,9.22,clear sky
499,Swan River,CA,52.1058,-101.2676,94.26,17,100,9.71,overcast clouds
500,Kilcock,IE,53.4022,-6.6708,56.03,93,75,4.29,broken clouds
501,Prestea,GH,5.4327,-2.1428,74.32,87,93,3.22,overcast clouds
502,Poum,NC,-20.2333,164.0167,69.1,62,7,7.81,clear sky
503,Misratah,LY,32.3754,15.0925,84.65,61,0,7.94,clear sky
504,Lowestoft,GB,52.4752,1.7516,59.02,77,100,3.4,overcast clouds
505,Half Moon Bay,US,37.4636,-122.4286,93.7,60,74,8.5,broken clouds
506,Akyab,MM,20.15,92.9,77.05,95,100,9.17,overcast clouds
507,Ahuimanu,US,21.4447,-157.8378,89.31,57,40,14.97,scattered clouds
508,Neftcala,AZ,39.3742,49.2472,80.74,44,94,3.51,overcast clouds
509,Xuddur,SO,4.1213,43.8894,69.67,75,68,17.11,broken clouds
510,Kirakira,SB,-10.4544,161.9205,79.77,69,98,9.28,overcast clouds
511,Noyabrsk,RU,63.1994,75.4507,57.36,76,100,8.32,overcast clouds
512,Dorado,PR,18.4588,-66.2677,83.16,80,75,10.36,broken clouds
513,Bam,IR,29.106,58.357,86.52,14,73,7.72,broken clouds
514,Ambilobe,MG,-13.2,49.05,66.16,88,7,3.67,clear sky
515,Peniche,PT,39.3558,-9.3811,66.72,88,45,18.19,scattered clouds
516,Urengoy,RU,65.9667,78.3667,59.18,86,38,6.78,light rain
517,Gat,IL,31.61,34.7642,82.4,48,0,2.82,clear sky
518,Ambunti,PG,-4.2365,142.8448,78.8,90,56,1.21,broken clouds
519,Lincoln,US,40.8,-96.667,82.65,49,1,3.0,clear sky
520,Hernani,ES,43.2662,-1.9762,65.66,86,0,1.01,clear sky
521,Viedma,AR,-40.8135,-62.9967,58.23,32,44,9.19,scattered clouds
522,Miandrivazo,MG,-19.5167,45.4667,68.72,75,95,0.87,overcast clouds
523,Cardoso,BR,-20.0819,-49.9142,71.26,41,4,6.49,clear sky
524,Homer,US,59.6425,-151.5483,77.07,83,75,10.36,mist
525,Berlevag,NO,70.8578,29.0864,46.76,83,8,2.37,clear sky
526,Manavgat,TR,36.7867,31.4431,90.5,33,0,11.36,clear sky
527,Huarmey,PE,-10.0681,-78.1522,66.7,78,4,9.62,clear sky
528,Sao Joao Dos Patos,BR,-6.495,-43.7022,73.8,34,9,2.98,clear sky
529,Mount Hagen,PG,-5.8581,144.2274,62.67,93,96,2.01,overcast clouds
530,Padang,ID,-0.9492,100.3543,75.25,82,100,3.98,overcast clouds
531,Ust-Ishim,RU,57.6935,71.1665,55.71,95,9,4.76,clear sky
532,Shangrao,CN,28.4532,117.9686,79.66,89,0,4.68,clear sky
533,College,US,64.8569,-147.8028,84.18,41,20,5.75,few clouds
534,Simbahan,PH,6.3032,120.5836,83.79,74,88,8.21,overcast clouds
535,Nara,JP,34.6851,135.8049,82.26,94,100,3.33,light rain
536,Sambava,MG,-14.2667,50.1667,67.57,89,13,6.89,few clouds
537,Bima,ID,-8.4667,118.7167,75.56,90,29,3.89,scattered clouds
538,Grafton,US,42.207,-71.6856,77.32,63,61,1.99,broken clouds
539,Guaraciaba Do Norte,BR,-4.1669,-40.7475,72.73,40,23,1.43,few clouds
540,Pemangkat,ID,1.1667,108.9667,78.44,87,85,6.29,overcast clouds
541,Aviles,ES,43.5547,-5.9248,65.59,82,40,3.44,scattered clouds
542,Pushkinskiye Gory,RU,57.0209,28.9103,55.31,98,82,8.84,broken clouds
543,Araouane,ML,18.9048,-3.5265,97.11,30,16,7.02,few clouds
544,Coron,PH,11.9986,120.2043,81.63,83,100,12.64,light rain
545,Belonia,IN,23.2528,91.4514,75.56,98,100,5.48,light rain
546,Villa Carlos Paz,AR,-31.4241,-64.4978,56.39,40,0,1.95,clear sky
547,Merritt Island,US,28.5392,-80.672,83.98,85,20,4.61,few clouds
548,Carutapera,BR,-1.195,-46.02,75.97,84,74,5.7,broken clouds
549,El Alto,PE,-4.2714,-81.2147,65.86,80,35,18.34,scattered clouds
550,Ariquemes,BR,-9.9133,-63.0408,78.28,34,18,2.75,few clouds
551,Inirida,CO,3.8653,-67.9239,70.7,98,85,2.93,overcast clouds
552,Ust-Nera,RU,64.5667,143.2,57.87,42,0,4.72,clear sky
553,Mao,ES,39.8885,4.2658,73.96,73,20,6.91,few clouds
554,Dudinka,RU,69.4058,86.1778,64.65,61,100,6.55,overcast clouds
555,Erzin,TR,36.9559,36.2,81.32,81,1,1.52,clear sky
556,West Helena,US,34.5507,-90.6418,83.95,74,93,0.81,overcast clouds
557,Verkhnevilyuysk,RU,63.4453,120.3167,67.35,51,0,5.97,clear sky
558,Cabedelo,BR,-6.9811,-34.8339,72.27,85,12,14.12,few clouds
559,Vanimo,PG,-2.6741,141.3028,81.19,79,92,6.98,overcast clouds
560,Rincon,US,32.296,-81.2354,88.21,94,90,8.05,thunderstorm
561,Derazhnya,UA,49.2692,27.4338,56.48,92,3,6.02,clear sky
562,Yambio,SS,4.5721,28.3955,66.13,96,98,3.94,overcast clouds
563,Zeya,RU,53.75,127.2667,64.92,76,99,2.37,overcast clouds
564,Shelburne,CA,44.0787,-80.2041,72.55,61,37,9.1,scattered clouds
565,Lompoc,US,34.6391,-120.4579,90.01,65,1,11.01,clear sky
566,Cairns,AU,-16.9167,145.7667,75.15,66,25,11.5,scattered clouds
567,Puerto Del Rosario,ES,28.5004,-13.8627,73.15,73,7,13.8,clear sky
568,Grand-Lahou,CI,5.1367,-5.0242,74.77,89,37,6.33,scattered clouds
569,Solnechnyy,RU,50.7214,136.6319,63.79,78,66,6.93,broken clouds
570,Caraballeda,VE,10.6112,-66.8522,80.67,89,40,3.44,scattered clouds
571,Antofagasta,CL,-23.65,-70.4,58.44,75,2,3.71,clear sky
572,Lakhtar,IN,22.85,71.7833,81.37,74,98,13.4,overcast clouds
573,Pulo,PH,15.246,120.9285,82.08,91,100,8.77,light rain
574,Samarai,PG,-10.6167,150.6667,79.54,78,75,14.67,broken clouds
575,Ziro,IN,27.6333,93.8333,58.12,97,100,2.46,overcast clouds
576,Yar-Sale,RU,66.8333,70.8333,54.95,93,98,5.12,overcast clouds
577,Prince Rupert,CA,54.3161,-130.3201,65.41,65,14,6.49,few clouds
578,Puerto Quijarro,BO,-17.7833,-57.7667,73.76,41,0,3.42,clear sky
579,Barra Do Garcas,BR,-15.89,-52.2567,76.53,35,23,1.03,few clouds
580,Malanje,AO,-9.5402,16.341,66.31,36,0,3.83,clear sky
581,Sieradz,PL,51.5958,18.7302,56.71,91,30,7.49,scattered clouds
582,Dunedin,NZ,-45.8742,170.5036,46.8,70,100,18.01,overcast clouds
583,Shenjiamen,CN,29.9576,122.298,78.58,93,97,9.22,light rain
584,Hofn,IS,64.2539,-15.2082,53.26,86,93,8.14,overcast clouds
585,Save,BJ,8.0425,2.486,75.07,87,100,3.78,overcast clouds
586,Quime,BO,-16.9833,-67.2167,45.25,92,94,3.89,overcast clouds
587,Samfya,ZM,-11.3649,29.5565,59.68,58,5,6.71,clear sky
588,Plouzane,FR,48.3833,-4.6167,57.52,87,75,4.61,broken clouds
589,Sarangani,PH,5.4033,125.4636,83.53,76,79,13.33,broken clouds
590,Vozrozhdeniye,RU,44.5503,38.2136,75.24,62,0,2.77,clear sky
591,Broome,US,42.2506,-75.833,71.01,58,1,1.99,clear sky
592,Rosarito,MX,32.3333,-117.0333,104.41,48,49,13.53,scattered clouds
593,Panguipulli,CL,-39.6333,-72.3333,44.31,96,94,2.33,overcast clouds
594,Port Keats,AU,-14.25,129.55,77.29,77,78,4.79,broken clouds
595,Lichuan,CN,30.3,108.85,66.18,82,4,1.83,clear sky
596,Providencia,MX,28.7167,-111.5833,107.65,52,16,11.99,few clouds
597,Micheweni,TZ,-4.9667,39.8333,73.81,81,68,11.18,broken clouds
598,Krasnoselkup,RU,65.7,82.4667,61.84,83,99,8.77,overcast clouds
599,At-Bashi,KG,41.1702,75.8106,51.42,80,25,1.61,scattered clouds
600,Ylojarvi,FI,61.5563,23.5961,56.62,93,75,4.61,light intensity shower rain
601,Shizunai,JP,42.3339,142.3669,76.78,85,90,5.32,overcast clouds
602,High Level,CA,58.5169,-117.136,92.75,22,99,5.44,overcast clouds
603,Abu Kamal,SY,34.4506,40.9171,94.14,18,15,10.67,few clouds
604,Talara,PE,-4.5772,-81.2719,68.76,77,0,16.11,clear sky
605,Sao Jose Da Coroa Grande,BR,-8.8978,-35.1478,73.33,88,30,10.54,scattered clouds
606,Kangasala,FI,61.4638,24.076,57.74,95,100,9.01,moderate rain
607,Cape Canaveral,US,28.4058,-80.6048,81.05,90,1,3.44,clear sky
608,Namatanai,PG,-3.6667,152.4333,82.74,74,31,5.77,scattered clouds
609,Plonsk,PL,52.6235,20.3755,64.04,66,40,9.46,scattered clouds
610,Mildura,AU,-34.2,142.15,48.16,87,4,11.5,clear sky
611,Luganville,VU,-15.5333,167.1667,75.78,57,92,7.25,overcast clouds
612,Finschhafen,PG,-6.6024,147.8681,81.03,75,63,7.07,broken clouds
613,Ossora,RU,59.2353,163.0719,55.65,54,71,18.03,broken clouds
614,Warangal,IN,18.0,79.5833,78.21,72,99,12.66,overcast clouds
615,Mount Pleasant,US,32.7941,-79.8626,86.14,82,75,4.0,light intensity drizzle
616,Tilichiki,RU,60.4667,166.1,51.76,48,73,21.61,broken clouds
617,Batagay,RU,67.6333,134.6333,67.03,36,1,2.33,clear sky
618,Altus,US,34.6381,-99.334,87.87,32,1,1.01,clear sky
619,Pinega,RU,64.7001,43.3936,55.8,96,98,4.54,light rain
620,Bemidji,US,47.4736,-94.8803,84.18,35,40,6.91,scattered clouds
621,Gaoua,BF,10.2992,-3.2508,74.37,78,65,3.87,broken clouds
622,Schwyz,CH,47.0279,8.6561,59.67,91,23,4.12,few clouds
623,Pampierstad,ZA,-27.7832,24.6877,46.08,42,0,4.21,clear sky
624,Mokokchung,IN,26.3333,94.5333,63.63,98,100,3.42,overcast clouds
625,Nexo,DK,55.0607,15.1306,62.69,75,5,13.47,clear sky
626,Mandera,KE,3.9366,41.867,75.45,63,54,16.6,broken clouds
627,Mbandaka,CD,0.0487,18.2603,73.33,69,87,3.71,overcast clouds
628,Tooele,US,40.5308,-112.2983,82.08,69,1,5.75,clear sky
629,Hirakud,IN,21.5167,83.8667,75.02,89,52,4.36,broken clouds
630,Banepa,NP,27.6298,85.5214,68.32,100,40,2.3,scattered clouds
631,Zima,RU,53.9202,102.0442,54.59,92,91,3.85,overcast clouds
632,Witham,GB,51.8001,0.6404,61.07,83,100,5.14,overcast clouds
633,Bela,IN,25.9333,81.9833,77.63,85,13,7.65,few clouds
634,Puerto Escondido,MX,15.85,-97.0667,85.84,67,77,5.08,broken clouds
635,Murgab,TM,37.4966,61.9714,79.07,14,0,9.15,clear sky
636,Tiquisio,CO,8.5597,-74.2669,81.34,84,88,1.99,overcast clouds
637,Alyangula,AU,-13.8483,136.4192,69.67,100,75,0.0,mist
638,Ahvaz,IR,31.3203,48.6693,99.5,16,0,3.42,clear sky
639,Angoche,MZ,-16.2325,39.9086,69.53,68,0,10.36,clear sky
640,Teya,RU,60.3778,92.6267,54.66,92,29,2.21,scattered clouds
641,Bulgan,MN,48.8125,103.5347,53.71,94,100,10.31,overcast clouds
642,Dolzhanskaya,RU,46.6311,37.8039,80.91,70,14,11.01,few clouds
643,Patrocinio,BR,-18.9439,-46.9925,66.96,45,24,0.51,few clouds
644,Nesna,NO,66.1967,13.0213,46.58,74,93,3.87,overcast clouds
645,Wattegama,LK,6.7989,81.4808,76.15,68,100,5.1,overcast clouds
646,Ketchikan,US,55.3422,-131.6461,65.95,61,67,6.35,broken clouds
647,Loukhi,RU,66.0764,33.0381,53.06,99,100,6.76,overcast clouds
648,San Ramon,US,37.7799,-121.978,93.63,33,1,8.01,clear sky
649,Kaeo,NZ,-35.1,173.7833,56.32,84,45,21.3,scattered clouds
650,Amapa,BR,1.0,-52.0,74.91,74,63,2.39,broken clouds
651,Mutata,CO,7.2441,-76.4356,76.86,95,99,1.36,overcast clouds
652,Luau,AO,-10.7073,22.2247,63.3,40,27,4.12,scattered clouds
653,Abbeville,FR,50.1,1.8333,59.68,89,100,4.47,light rain
654,Hami,CN,42.8,93.45,76.1,22,1,6.35,clear sky
655,Mbulu,TZ,-3.85,35.5333,51.57,83,50,6.46,scattered clouds
656,Asfi,MA,32.2994,-9.2372,68.29,89,0,15.99,clear sky
657,Teahupoo,PF,-17.8333,-149.2667,76.96,74,94,14.38,overcast clouds
658,Manaus,BR,-3.1019,-60.025,79.29,83,0,3.44,clear sky
659,Sundargarh,IN,22.1167,84.0333,75.51,88,79,6.15,broken clouds
660,Coruripe,BR,-10.1256,-36.1756,71.98,89,36,10.45,scattered clouds
661,Palembang,ID,-2.9167,104.7458,77.09,94,40,3.44,mist
662,Fare,PF,-16.7,-151.0167,78.78,75,63,15.12,broken clouds
663,Pechenga,RU,69.5259,31.1703,41.29,94,33,1.45,scattered clouds
664,Morro Bay,US,35.3658,-120.8499,100.38,52,12,8.01,few clouds
665,Dingle,PH,10.9995,122.6711,80.82,84,100,10.92,overcast clouds
666,Bagdarin,RU,54.4333,113.6,55.27,84,30,1.41,scattered clouds
667,Rawson,AR,-43.3002,-65.1023,58.6,33,44,10.02,scattered clouds
668,Bud,US,39.447,-86.1758,77.94,56,2,3.85,clear sky
669,Baijiantan,CN,45.6333,85.1833,76.35,18,2,1.01,clear sky
670,Medina Del Campo,ES,41.3124,-4.9141,65.71,41,12,7.0,few clouds
671,Diego De Almagro,CL,-26.3667,-70.05,60.22,44,0,2.35,clear sky
672,San Buenaventura,MX,27.0833,-101.5333,85.48,68,99,17.98,overcast clouds
673,Lata,PT,40.1629,-8.3327,63.05,95,25,1.52,scattered clouds
674,Berbera,SO,10.4396,45.0143,89.91,40,19,25.52,few clouds
675,Santo Antonio Do Amparo,BR,-20.9464,-44.9189,63.68,48,36,2.33,scattered clouds
676,Boca Do Acre,BR,-8.7522,-67.3978,78.35,37,0,2.46,clear sky
677,Lexington,US,37.9887,-84.4777,79.92,48,1,1.01,clear sky
678,Karnal,IN,29.6833,76.9833,79.54,85,74,5.86,broken clouds
679,West Bay,KY,19.3667,-81.4167,89.08,76,20,1.99,few clouds
680,Arani,IN,12.6667,79.2833,81.45,57,99,9.42,overcast clouds
681,Tiarei,PF,-17.5333,-149.3333,82.42,72,88,13.0,overcast clouds
682,Choya,RU,52.0108,86.5467,60.21,77,72,3.8,broken clouds
683,Mindelo,CV,16.8901,-24.9804,75.36,83,59,12.33,broken clouds
684,Ambanja,MG,-13.6833,48.45,68.32,91,44,3.49,scattered clouds
